"","text"
"266","sumpah cs sicepat ga ada yg beressssssðððððððð"
"267","paket dgn resi  kapan dianter ke rumah ya dr kmrin statusnya telah diterima di semarang ung ð "
"268","jbrfess rek sicepat sumbersari sebelah mana ya bisa ga sih ambil barang kesana langsung"
"269","demi apa siin ini enakeun bgt dipake nya murah lagi hahaha thanks  ð   â   yeayyy thank nder"
"270","sicepat ganti nama jadi silelet aja sana"
"271","kak ayolaaahh balas dm saya "
"272","customer servicenya kenapa lelet sekali kak ð "
"273","sicepat keabisan burok apa gimana huhu tumben paket gue belum jalan"
"274","jawab dm min "
"275","kurir sicepat wibu"
"276","jnt pontianak timur nih boleh dah besaing  shopee express lomba siape paling lama antar barang sicepat tier teratas kalo tentang kurir"
"277","demi allah gerak lo lamban banget  ðð udah laporan dari jumat follow  mulu kaga diproses elah"
"278","guys kalo oren dari medan pake jntsicepat tu berapa hari ya kiraâ"
"279","ini nih yang bikin bahagianya doubledouble di bulan ini ð siapsiap borong belanjaan di promo  makin banyak dan makin puas kirim pakai sicepat halu ongkirnya paling murah harga mulai  ribu ð sicepatekspres halu harbolnas bersatuuntukmudah"
"280","ekspdsi sicepat berulah lagi gak"
"281","kirim paket di  tanggal  november baru datang hari ini itupun yang datang sap express"
"282","sicepat jasa kurir pake  flash"
"283","gue males berurusan sama org goblok tapi klo msalah ini tunggu aja abis lo barang org gadikirim pas mau diambil gabisa otak dong pakeeeee "
"284","balikin paket gue "
"285","ayolah  kenapa pelayanan kalian hanya mengulur waktu saja saya tidak memaksa kalian untuk segera antar paket ke rumah saya sangat bersedia ambil langsung di kantor apabila tidak memungkinkan paket datang hari ini tapi prosesnya dipersulit dan banyak babibu"
"286","anteraja vs sicepat kita tunggu mana yg lebih dulu nyampe wkwkwkkw"
"287","hah apaan sicepat dari makassar ke bekasi cuman  hari ðð"
"288","mo nangis knp sicepat tapi dia lama"
"289","emng mantap sih sicepat ini tiba paket mau dianter aja ke rumah"
"290","hallo  bisa dibantu gak ya paket  dari tanggal  gak tau udah dimana biasanya paling lambat  harian udah sampai ini udah seminggu gak ada kabar minimal update posisi barangnya biar tau ð"
"291","beli di tokopedia kurirnya sicepat dah  gk mau berburuk sangka si  cuma mau ovt biasa aja di akun  bolong segede gini tu bisa ga si gara di perjalanan atau gara sengaja disobek padahal  gak pesen yg ada pc bts nya juga kelupaan isinya ga berat kotak cat rambut"
"292","halo min  tolong cek dm thanks"
"293","sicepat kalo nanti sore tuh barang ga nyampe juga udahlah lu jelek banget"
"294","wa nya sicepat klik kok gak aktif min  yuk tukarkan poin gres kamu  dapatkan evoucher  yang bisa ditukarkan dengan  poin gres buat kamu yang belum punya poin gres yuk daftar melalui  dan tingkatkan terus pengirimanmu menggunakan sicepat ekspres berlaku hingga  januari "
"295","cs  nama niko udah jelas nyasar dibilang tidak udah salah bego ngegas pula wkwkw"
"296","ini paket gue gmn dah ganti nama aja jadi silambat biasanya pake jasa kirim lain  hari ini sampe seminggu lebih wtf  "
"297","paket saya nyasar udah dua hari diem ga gerak mana kena criss cross lagi cek dm please thx "
"298","pake  dijamin paket nyasar terus paket  criss cross  nggak ada solusi dari cs makasih atas pelayanannya yg bobrok ya sicepat"
"299","bisa bisa dr jnt gw pindah jd sicepat dh lama bener pick  nya alamat jam set  di pick  nya ini mah anyinkkkkkkkkððððð"
"300","lupa ganti kurir kargo nya ke sicepat jadinya pake jne kargo ð alamat tahun depan sampe barangnya"
"301","overthinking paketan sicepat masih stuck di jakarta tapi emang biasanya gitu tiba dah nyampe ajað"
"302","setelah sudah selesai berkutat menguli menjadi yang tercepat di sicepat lanjutlah aku saat ini di menjadi si kantoran di pancoranð"
"303","haloooo barangkali ada yang  admin packing atau butuh jasa packing buat event aku bisa banget ya ð dom jakarta selatan deket ekspedisi jnt jne sicepat punya akun shopee dan tokped juga yang udah free ongkir bahan packing bisa dari aku testi dm aja yaaa ð"
"304","biar aman jangan lupa foto dulu sama abang  yang banyak senyum hahahah"
"305","ku kira sicepat  benarbenar servicenya kayak review orangorang bakal dateng lebih cepet timbang estimasi eh malah lebih lama tau gitu pilih ekspedisi yang murah ð"
"306","asli pada kenapa si kurir sicepat kemaren kurir pickup sicepat ku misuh keras banget depan rumah sampe ditanyain ortu  beli barang di  kurirnya  malah chat mesum ke buyer"
"307","halo  paket saya dengan resi  gimana kabarnya ya dari  desember ga berprogress padahal udah di bantul saya jg di bantul sudah sampai manakah dan sedang diapakan kah terimakasih"
"308","ngalah ngalahin sicepat kalo request "
"309","ini sicepat bnrn ngirim jam sgini kh"
"310","wow shopee express sekarang mulai menyaingi sicepat ya seneng bgt kalo paket gak ampe sehari dateng tuh ððð"
"311","penasaran sama parfunnya mas mas sicepat dianya baru didepan aja wanginya dah kecium sampe dalem apotek"
"312","thank youu  keceee bgt packing amann poll tebel batss buble nya  thank  freebies nyað btw gila sicepat bali ke ckg cmn sehariððð emang cocok bgt namanya sicepat gokill gokilll abiesssððð "
"313","cek dm "
"314","halo  wanna  thanks   akhirnya paketku sampe juga"
"315","sicepat ini gak sesuai namanya"
"316","sicepat emang terbaik estimasi sampe  hari dia sehari sudah sampe ðð"
"317","gt  beli barang di tokopedia gt gt  kurir sicepat gt gt  tulisannya estimasi tiba  desember gt gt  malah nyampenya tanggal  kecepetan"
"318","masih amaze masyaa allah sama kurir  co tokped tanggal  paket udah di malang hari ini besok tinggal kirim beda sama si aa yg gak jelas update resinya ððââï  plis gratis ongkirnya jangan dipilihin ekspedisi aa lagi dong"
"319","ini sicepat kenapa jadi silambat sii"
"320","cek dm min "
"321","menghadeehh kurir sicepat yg hari ini nggak becus sebel paketku jd di antar ulang ð mau kurir yg biasanyaa aaakk ð"
"322","makasih kurir sicepat mau nganterin paket malemmalem plus mati lampu"
"323","demi allah lemes dah gue nangis aja fuck sicepat"
"324","hobi ko ngecek resi sicepat"
"325","elah udah pengaduan juga dari tadi malam kirain bakal di antar besoknya padahal pengiriman satu kota pas lihat di tokped buat lacak lagi tetap aja belum diantarkan emang jelek banget dah sicepat"
"326","   sicepat â   live    name  lah"
"327","jatoh cinta sama sicepat"
"328","sicepat pick  paket buyer sy dong bsk keknya sy mau pergi "
"329","ini gw sabar ya sicepat sampe besok paket  blm sampe awas aj padahal udh di kota sendiri dah bingung gw lama lamaa"
"330","dnsjsj emang paling top sicepat"
"331","beli slow feeder soju dikirim tgl  des kurirnya sicepat hari ini udah nyampe beli dehydrated sarden soya dikirim  nov pake anteraja sampe skrg belom nyampe ð"
"332","bahagia adalah ketika paket yg harusnya butuh  hari sampai jadi cuma  hari free ongkir tokped biasanya  hari mantap kalian   "
"333","ini sicepat knp gak ada yg pick  paket gue"
"334","sicepat tumben lama bener nganternya mo pergi jadi ragu wee "
"335","halo ada yang lagi butuh admin packing aku bisa nihâ â dom jakarta selatan â dekat ekspedisi pengiriman jnt shopee express sicepat â bahan bisa dari aku atau dari kalian â sudah pernah packing pc ã â fee bisa dibicarakan kalau minat bisa langsung dm  ya"
"336","sicepat   ðâ"
"337","kenapa tokopedia cuma ada sicepat yg tidak cepat solokendal lo kok ya sampe  hari urgent lagi"
"338","sicepat skrng lambat banget sih dulu  hari dah nyampek skrng kudu sabar  hari ke atas baru nyampe rumah nasib anak kalimantan ongkir mahal ð"
"339","sicepat yang lama"
"340","sumpah lama bgt  gue udh nungguin anjir capekðð"
"341","ku mauu jadi admin packing  ada yang mau hire ngga wkwk dom jkt sekitar rumah tersedia semua ekspedisi jnt tiki sicepat jne shopee ðð"
"342","ggask aku set pickup sicepat jam  sore hari ini dibilang nya kurir gagal pickup karena paket belum siap padahal gaada kurir yang dateng ke rumahkuð ini aku harus gimanaa biar besok bisa dipickup lagi"
"343","sicepat lama amat"
"344","cara bikin sicepat tanggung jawab gimana sih anjing paket gua rb ditilep  fuckkkkkkkkk"
"345","halo  ini cara tau  tlp kurir gimana ya"
"346","jnt jne gini nihh lama banget wkwk klo jajan di os pjawa pasti sampainya  harian meanwhile anteraja cm  hari sicepat  hari  kirim paket pake jnt dr kota ke kabupaten sampainya  hari padahal jaraknya bisa ditempuh kendaraan jam ajaðð kalo beli di os dikirim pake anteraja dr jkt ke rumah sampainya  hari loh ð"
"347","sicepat kon"
"348","sicepat emng   ya ð sellernya baru kemarin kirim sekarang udh otw rumahku ð"
"349","sicepat emang beneran cepet banget ye fav laah"
"350","paket masker aja sampe jebol  sengaja dibobol gini aku gatau ya gaada yang hilang sih tapi heran aja biasanya pake sicepat jg aman ajaðð"
"351","cek dm min tolong dong paketku segera di pickup custku uda nungguin "
"352","kenapa kok lama ya tidak sesuai dengan estimasi sampai sekarang belom datang serta anehnya kok sampai  kali antar ulang dan dikembalikan ya sicepat "
"353","yuhuu sahabat kalau kamu disuruh pilih hadiah akhir tahun ini kamu mau pilih yang mana nih  kamu mau iphone  atau samsung galaxy  ultra jangan lupa follow dulu instagram  ya biar gak ketinggalan info giveawaynya ð giveaway hadiahakhirtahun"
"354","asyiknya pake   diajak jalan jalan keluar jawa gagal deh transaksi ane pembeli minta cancle  sicepat"
"355","nanya ke abang kurir tmpt anter aja di mana pas abangnya pergi gua bengong dia kan kurir sicepat ðð maksud gua sicepat yg mau ditanya ð"
"356","kurir  lemparlempar paket berisi harddisk untung terekam dan dipanggil sempat bohong kalau sudah memanggil sebelum melempar barang yang gak tau isinya apa"
"357","ini gada rencana mau dianter gitu  itungannya dalam kota loh masih satu propinsi malah jalan dulu lintas kabupatenga sekalian ke kulonprogo sama gunungkidul dulu ini barang elektronik dan rentan lagian harganya ga murah "
"358","pengiriman dari bali ke jakarta pake sicepat reguler tuh biasanya berapa hari sih "
"359","baru kali ini ngalamin salah alamat sampe salah kirim ke kota lain ð telpon cs cm dibilang sudah proses pengantaran ke alamat yg benar cs wa slowrespon dan baru minta konfirmasi alamat pdhl katanya udah dikirim gimana  ð padahal paketnya butuh cepet"
"360","ngurusin siskaeee cepetnya ngalahin sicepat ngurusin kasus anggotanya merkosa udah kek siput"
"361","min hlo cek dm yah "
"362","ada tulisan fragile sama lakban jangan dibanting tapi dateng kayak dah dipukul massa babak belur koyak kayaknya kebiasaan suka buka paket org dah mendarah daging di "
"363","gilak cinta bgt gue ama abg sicepat cilegon"
"364","haloooo min paket saya dengan  resi  keberadaannya sudah dimana ya "
"365","sistem pickup shopee sama sicepat tuh gmn sih aku jadwalin pickup yang jam  sore malem kok jam segini udah dateng  kan jd ga enak kalo belom siap"
"366","sicepat selalu ngagetin check  kemarin siang di resi ecommerce nya masih di jkt tp tau sekarang dah sampe"
"367","ga ngerti lagi anjrit sama sicepat cepet bgt gue kaget"
"368","sicepat emang betulan cepat padahal tadi cek barang masih di jakarta ðð"
"369","tvn tumbalnya ini aja gw kirim pake sicepat nih ðððððð happinessep"
"370","ini kalo sampe paketku ilang awas aja ya sicepat orang beneran ga ada paket dateng ga ada yang nerima kok terteranya paket sudah diterima gendeng po"
"371","woi udah  bulan mana tanggung jwb nya balikin barang gue woi ditanya cuma jwban nya bgitu terus ga kasih solusi sm skli "
"372","belanja olshop dapet kurir sicepat beh dateng sebelum tgl estimasi"
"373","jnt lagi kenapa yaaa paket gue jg nyangkut pdhl barang yg satu lagi dikirim pake sicepat sudah sampai"
"374","dibangunin orang rumah â dibangunin kurir sicepat grgr harus bikin video unboxing â"
"375","halo kak  mau nanya untuk paket dgn resi  kok ga gerak dari kemaren lusa ya terima kasih sebelumnya"
"376","baru aja muji sicepat langsung lelet lagi hadeh mending tau gitu jt"
"377","anteraja ini memang parah separahparahnya selalu saja paket datangnya lama banget tidak seperti sicepat ntah ya kalo ke kota lain yang pasti kalo ke alamat rumahku selalu saja begitu"
"378","sicepat ganti nama aja jadi silelet paket dari bantul ke sleman aja  hari belum nyampe"
"379","andai semua seller pakai  sudah kupastikan bakalan pakai sicepat terosss   si cepat  "
"380","sicepat cepat bgt"
"381","sicepat kok cepet bgt di resi kemaren baru keluar dari jkt eh skrg dah diantar ke alamat"
"382","tumben banget shopeexpress lebih cepet dari sicepat"
"383","heran dengan sistem dan performa  udah mulai hancur hancuran dari paket sangat lambat di akhirlewat estimasi paket rawan kelakuan kurir hingga cs nya asal jawab asli parah performnya sekarang "
"384","im trying hard   polite setiap complain tiap ada kendala karena tau cs jg manusia     damn nggk ada solusi dulu aku ngira ekspedisi yg diprotes baru dikirim itu payah tp yg udah diprotes masih gak ada kejelasan  total lame plis atulah solutif"
"385","sicepat tp silelet"
"386","heran dengan sistem dan performa  udah mulai hancur hancuran dari paket sangat lambat hingga akhirlewat estimasi keamanan paket rawan hingga cs nya asal jawab asli parah performnya sekarang "
"387","sicepat cepatny drmn coba"
"388","ada kontak sicepat bjm kah wal"
"389","testimoni sicepat moneyheist"
"390","wong lio gek kiyip kiyip tangi turu meanwhile kurir sicepat"
"391","kurir sicepat yg biasa nganterin paket si lebih ke scr langsung ngomongnya tp ga segininya cuma ngeselin dan gasopan aja masa ngatain ade gw trs godain tetangga gw pas nganterin paket ngomong langsung mana kalo ngirim paket sering marah gajelas ditegur kek orang gasalah  beli barang di  kurirnya  malah chat mesum ke buyer"
"392","harusnya  kalo udah tau kedapatan kurir model gini langsung ambil tindakan dan diproses hukum bukan malah kasih teguran   "
"393","daftar alamat kantor sicepat ekspress jepara  daftar alamat terbaru"
"394","daftar alamat kantor sicepat ekspress kabupaten kudus  daftar alamat terbaru"
"395","ketika sicepat menjadi silambat"
"396","disini ada yang pake jasa pickup sicepat nggak kalo pencet atur pickup gitu nnt bakalan ada yg dateng nggak ya maaf pertama kali pake sicepat"
"397","beli barang di  kurirnya  malah chat mesum ke buyer"
"398","jnt sm sicepat ngapa dahhhhh udah ngirim paket dr tgl  des tp masih banyak yg belom nyampe padahal cuma ke tangerangjakarta doanggg yg id express ke medan malah udah nyampeeee anehhhhhh males"
"399","sicepat  bener cepat goks"
"400"," sicepat ngebut bener anjir abis pick  lgsg udah keluar dr karawang krenð"
"401","buset sicepat bukan cepat lagi inimah saktii masa mesen tengah malem sore nya datenngg paket reguler loh"
"402","saya belanja di tokopedia barang sudah didrop penjual dari tanggal  paket masih didrop  gak jalanjalan padahal tujuannya satyy kota tolong dicek atau suruh segera dikirimkan sudah melebihi estimasi tiba "
"403","ini sicepat kenapa paketnya stuck lama bgt zzzzzzzz"
"404","aowkwk ga lagi deh pake  padahal pengiriman satu kota juga dan udah kasih alamat ke kurir lewat wa tapi malah di kembalikan buat di antar ulang "
"405","pengiriman dari bali ke jakarta pake sicepat reguler tuh biasanya berapa hari sih "
"406","isi chat sama abang sicepat cuma foto doi ngirim paket terus naro dipojokan lalu aku balas makasih mas yuhuuuu"
"407","ni aku udh cape bgt sebulan ngurusin beginian yaa tolong minta pertanggung jwban nya dong  blg mau hubungin tapi sampe sekarang gada kabar malah barang nya dibalikin lagi ke jkt pdhl sudah di bekasi sebelumnya"
"408","woyy balikin deh barang cust gue "
"409","wkwk gak fokus paket yang harusnya ke jnt aku drop di sicepat semuað"
"410","ni jangan sampe paket gua ilang lg ni ye  kebiasaan ni paket gua ilang mulu sm lo anjirt"
"411","sicepat lain kali ganti jadi silambat aja "
"412","sicepat ini aneh banget estimasi pengiriman  hari kayanya ga sampe sehari barangnya udh di rumah aja"
"413","jangan pernah pake   lelet super super lama banget sortir nya mending   skip dah gak akan pernah rekomendasiin anteraja se cileungsi se bogor"
